date,average_sentiment
2022-06-03,0.4140425925925926
2022-06-04,0.39908636363636363
2022-06-05,0.40647608695652176
2022-06-06,0.49039756097560977
2022-06-07,0.41599800000000003
2022-06-08,0.2954081081081081
2022-06-09,0.4981426229508197
2022-06-10,0.541755
2022-06-11,0.5315119047619048
2022-06-12,0.2594421052631579
2022-06-13,0.3405916129032258
2022-06-14,0.3663108333333333
2022-06-15,0.35650245901639344
2022-06-16,0.17945443037974684
2022-06-17,0.3303864197530864
2022-06-18,0.3737762295081967
2022-06-19,0.2026292929292929
2022-06-20,0.3025253333333333
2022-06-21,0.4233018867924528
2022-06-22,0.31470169491525424
2022-06-23,0.21218297872340425
2022-06-24,0.2521513513513513
2022-06-25,0.40488048780487806
2022-06-26,0.335546511627907
2022-06-27,0.3707754716981132
2022-06-28,0.4787344827586207
2022-06-29,0.551706
2022-06-30,0.518211320754717
2022-07-01,0.4226196428571428
2022-07-02,0.2743063492063492
2022-07-03,0.3464473684210526
2022-07-04,0.4145946428571428
2022-07-05,0.5632767441860466
2022-07-06,0.6627682926829268
2022-07-07,0.44285714285714284
2022-07-08,0.44946792452830187
2022-07-09,0.31064117647058825
2022-07-10,0.49737878787878786
2022-07-11,0.2592048780487805
2022-07-12,0.435375
2022-07-13,0.5058874999999999
2022-07-14,0.4794131578947369
2022-07-15,0.5113027777777778
2022-07-16,0.36155454545454546
2022-07-17,0.42742608695652173
2022-07-18,0.35427857142857144
2022-07-19,0.5983738095238095
2022-07-20,0.508128
2022-07-21,0.46463050847457626
2022-07-22,0.5207774193548387
2022-07-23,0.18365428571428571
2022-07-24,0.5355478260869565
2022-07-25,0.6052173913043478
2022-07-26,0.3747083333333333
2022-07-27,0.3613638297872341
2022-07-28,0.3845051724137931
2022-07-29,0.35703050847457624
2022-07-30,0.276445
2022-07-31,0.5622472222222222
2022-08-01,0.36876607142857143
2022-08-02,0.2723857142857143
2022-08-03,0.36019361702127656
2022-08-04,0.406434328358209
2022-08-05,0.5918981818181819
2022-08-06,0.5005608695652174
2022-08-07,0.45151041666666664
2022-08-08,0.438958
2022-08-09,0.334425
2022-08-10,0.4942911764705882
2022-08-11,0.4542902173913043
2022-08-12,0.28077865168539323
2022-08-13,0.533465625
2022-08-14,0.3121279069767442
2022-08-15,0.5585934426229507
2022-08-16,0.6574775510204082
2022-08-17,0.3328529411764706
2022-08-18,0.5981519230769231
2022-08-19,0.5925810344827587
2022-08-20,0.5710607843137254
2022-08-21,0.47179782608695653
2022-08-22,0.38038222222222223
2022-08-23,0.38558490566037734
2022-08-24,0.5177535714285714
2022-08-25,0.38493166666666667
2022-08-26,0.3805376811594203
2022-08-27,0.44315060240963855
2022-08-28,0.6713880952380953
2022-08-29,0.45021384615384613
2022-08-30,0.4121222222222222
2022-08-31,0.3714793650793651
2022-09-01,0.3737133333333333
2022-09-02,0.43824
2022-09-03,0.5397293103448276
2022-09-04,0.5495072727272727
2022-09-05,0.5319753623188406
2022-09-06,0.4401230769230769
2022-09-07,0.4106471428571429
2022-09-08,0.4287241935483871
2022-09-09,0.48374210526315786
2022-09-10,0.44701060606060605
2022-09-11,0.6263514705882354
2022-09-12,0.47704328358208953
2022-09-13,0.3456734375
2022-09-14,0.5138903225806452
2022-09-15,0.4371557692307692
2022-09-16,0.4642636363636364
2022-09-17,0.4174
2022-09-18,0.5954724137931034
2022-09-19,0.4877144578313253
2022-09-20,0.4613444444444445
2022-09-21,0.41611971830985917
2022-09-22,0.4511180327868852
2022-09-23,0.4780787878787879
2022-09-24,0.35788
2022-09-25,0.3440475409836065
2022-09-26,0.34825
2022-09-27,0.4020388888888889
2022-09-28,0.42467205882352943
2022-09-29,0.454372131147541
2022-09-30,0.3335020833333333
2022-10-01,0.5489431034482759
2022-10-02,0.4565507692307692
2022-10-03,0.5659532467532468
2022-10-04,0.5111655172413794
2022-10-05,0.608844827586207
2022-10-06,0.6312403225806451
2022-10-07,0.4389734375
2022-10-08,0.6847279069767442
2022-10-09,0.3779980769230769
2022-10-10,0.5740725490196078
2022-10-11,0.40986486486486484
2022-10-12,0.3870178571428572
2022-10-13,0.41025915492957743
2022-10-14,0.44655
2022-10-15,0.47815
2022-10-16,0.421152
2022-10-17,0.4553291666666666
2022-10-18,0.302831746031746
2022-10-19,0.6028596774193548
2022-10-20,0.5363567164179104
2022-10-21,0.4304857142857143
2022-10-22,0.39004576271186436
2022-10-23,0.4104389830508475
2022-10-24,0.5184028985507246
2022-10-25,0.45983673469387754
2022-10-26,0.5207227848101266
2022-10-27,0.4565
2022-10-28,0.5296934782608695
2022-10-29,0.48936346153846155
2022-10-30,0.6564833333333334
2022-10-31,0.6846288461538462
2022-11-01,0.56375
2022-11-02,0.7102763636363636
2022-11-03,0.4513815789473684
2022-11-04,0.4876338235294118
2022-11-05,0.3845797297297297
2022-11-06,0.4528342105263158
2022-11-07,0.5153534246575343
2022-11-08,0.2679223076923077
2022-11-09,0.15578543689320387
2022-11-10,0.3205269841269841
2022-11-11,0.36152126436781606
2022-11-12,0.35171258278145695
2022-11-13,0.1639629213483146
2022-11-14,0.2990285714285714
2022-11-15,0.3653238938053097
2022-11-16,0.19648055555555555
2022-11-17,0.34838983050847455
2022-11-18,0.2316806818181818
2022-11-19,0.3554807692307692
2022-11-20,0.303425
2022-11-21,0.3633852941176471
2022-11-22,0.2810809523809524
2022-11-23,0.403210447761194
2022-11-24,0.4081111111111111
2022-11-25,0.3595648148148148
2022-11-26,0.524166
2022-11-27,0.29618064516129033
2022-11-28,0.446431746031746
2022-11-29,0.4069156626506024
2022-11-30,0.41314698795180727
2022-12-01,0.37455593220338984
2022-12-02,0.355753125
2022-12-03,0.4050452380952381
2022-12-04,0.4080627906976744
2022-12-05,0.23731666666666668
2022-12-06,0.5015350877192982
2022-12-07,0.45043421052631577
2022-12-08,0.33951967213114753
2022-12-09,0.29522678571428573
2022-12-10,0.44404200000000005
2022-12-11,0.5357709677419354
2022-12-12,0.6801777777777778
2022-12-13,0.40098999999999996
2022-12-14,0.289296875
2022-12-15,0.5340199999999999
2022-12-16,0.31473703703703704
2022-12-17,0.26999411764705883
2022-12-18,0.24835757575757578
2022-12-19,0.4333468085106383
2022-12-20,0.47562307692307687
2022-12-21,0.4966693548387097
2022-12-22,0.5050266666666666
2022-12-23,0.5161212121212121
2022-12-24,0.509825
2022-12-25,0.5297850000000001
2022-12-26,0.41365714285714283
2022-12-27,0.470615625
2022-12-28,0.3938607142857143
2022-12-29,0.460431914893617
2022-12-30,0.3670475409836066
2022-12-31,0.4932027777777777
